Codigo;Data Nasc;Bairro;Cidade;Sexo
0082711;;GUARARAPES;JABOATÃO DOS GUARARAPES;M
0082712;;CAIXA DAGUA;OLINDA;M
0082722;;CENTRO;MORENO;M
0082723;;ESPINHEIRO;RECIFE;F
0082724;;CURADO 4;JABOATÃO DOS GUARARAPES;F
0082733;;SANTA MÔNICA;CABO DE SANTO AGOSTINHO;M
0100659;;CURADO IV;JABOATÃO DOS GUARARAPES;M
0082741;;IPUTINGA;RECIFE;M
0082756;;JARDIM ATLANTICO;OLINDA;F
0082769;;IPUTINGA;RECIFE;M
0082772;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0082783;;IPUTINGA;RECIFE;M
0082787;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0082790;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0082791;;ENGENHO DO MEIO;RECIFE;M
0082797;;AFOGADOS;RECIFE;M
0082798;;GAYSER;JOÃO PESSOA;F
0082809;;CENTRO;GOIANA;M
0082813;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0082815;;JARDIM JORDAO;JABOATÃO DOS GUARARAPES;M
0082819;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0082821;;IPUTINGA;RECIFE;F
0082823;;AGUAZINHA;OLINDA;M
0082829;;COHAB;CABO DE SANTO AGOSTINHO;M
0082830;;JARDIM PRIMAVERA;CAMARAGIBE;M
0082831;;BARRA DE JANGADA;JABOATÃO DOS GUARARAPES;M
0082833;;VARZEA;RECIFE;M
0082838;;PAIXAO DA TABOA;SÃO LOURENÇO DA MATA;M
0082847;;IPUTINGA;RECIFE;F
0082850;;CORDEIRO;RECIFE;F
0082852;;ZUMBI;RECIFE;M
0082882;;AFRITO;RECIFE;M
0082884;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0082892;;CAXANGA;RECIFE;M
0082896;;SAN MARTIN;RECIFE;M
0082899;;AFOGADOS;RECIFE;
0082904;;CORDEIRO;RECIFE;M
0082906;;CORREGO DO ABACAXI;OLINDA;M
0082910;;VARZEA;RECIFE;M
0082917;;IMBURA;RECIFE;M
0082925;;NOVA TIUMA;SÃO LOURENÇO DA MATA;M
0082927;;COMPORTA;JABOATÃO DOS GUARARAPES;M
0082931;;BONJI;RECIFE;M
0082932;;CORDEIRO;RECIFE;F
0082934;;PINA;RECIFE;M
0082940;;ENCRUZILHADA;RECIFE;M
0082943;;COHAB;RIBEIRÃO;M
0082946;;CENTRO;IPOJUCA;M
0082947;;DESTERRO;ABREU E LIMA;M
0082948;;CENTRO;SÃO LOURENÇO DA MATA;M
0082951;;BOA VIAGEM;RECIFE;M
0082964;;IBIRATINGA;SIRINHAÉM;M
0082974;;VASCO DA GAMA;RECIFE;M
0082972;;IPUTINGA;RECIFE;M
0082977;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0082979;;SAN MARTIN;RECIFE;F
0082988;;JD SAO PAU;RECIFE;M
0082992;;CASA AMARELA;RECIFE;M
0082997;;COHAB;RECIFE;M
0083004;;CANDEIA;JABOATÃO DOS GUARARAPES;M
0096657;;JARDIM PRIMAVERA;CAMARAGIBE;M
0083023;;CENTR;RECIFE;
0083024;;GARAPU;CABO DE SANTO AGOSTINHO;M
0083025;;JARDIM ATLANTICO;OLINDA;M
0083026;;CASA AMARELA;RECIFE;M
0083028;;AREI;RECIFE;
0083031;;MADALENA;RECIFE;M
0083034;;IPISEP;RECIFE;M
0083042;;CENTRO;SANTA CRUZ DO CAPIBARIBE;M
0083048;;COQUEIRAL;RECIFE;M
0083051;;CURADO II;JABOATÃO DOS GUARARAPES;
0083057;;ZUMBI;RECIFE;M
0083074;;CASA MAARELA;RECIFE;
0083078;;VISTA ALEGRE;JABOATÃO DOS GUARARAPES;M
0083087;;UR7 VARZEA;RECIFE;F
0083105;;CAVALEIRO;JABOATÃO DOS GUARARAPES;M
0083107;;MADALENA;RECIFE;M
0083108;;AREIAS;RECIFE;M
0083110;;CORDEIRO;RECIFE;M
0083125;;IBURA;RECIFE;M
0083131;;TABATINGA;RECIFE;M
0083141;;VASCO DA GAMA;RECIFE;M
0083145;;VILA RICA;JABOATÃO DOS GUARARAPES;M
0083147;;CURADO III;JABOATÃO DOS GUARARAPES;M
0083158;;JARDIM PAULISTA;PAULISTA;M
0083164;;AMARO BRANCO;OLINDA;M
0083175;;CAJA;CARPINA;M
0083181;;;NOSSA SENHORA DA CON PAULISTA;M
0083188;;BREJO DA GUABIRABA;RECIFE;M
0083195;;JANGA;PAULISTA;F
0083200;;VARZEA;RECIFE;M
0083202;;ESPINHEIRO;RECIFE;M
0083223;;IPUTINGA;RECIFE;M
0083228;;IMBIRIBEIRA;RECIFE;M
0083231;;VARZEA;RECIFE;M
0083232;;PARNAMIRIM;RECIFE;M
0083235;;FAGOSO;OLINDA;M
0083237;;JARDIM SAO PAULO;RECIFE;M
0083249;;PINA;RECIFE;F
0083262;;ZONA RURAL;FERREIROS;M
0083265;;CENTRO;CAMARAGIBE;M
0083269;;;SALGUEIRO;
0083275;;CHA DE CRUZ;PAUDALHO;M
0083285;;TORROES;RECIFE;M
0083277;;VARZEA;RECIFE;F
0083280;7º RO;;OLINDA;M
0083292;;AFOGADOS;RECIFE;M
0083297;7º/RO;;OLINDA;M
0083298;;MURIBECA RUA;JABOATÃO DOS GUARARAPES;M
0083299;;CAJ. SECO;RECIFE;M
0083307;;JARDIM PRIMAVERA;CAMARAGIBE;M
0083313;;BARRO;RECIFE;F
0083319;;MADALENA;RECIFE;M
0083327;;SAO JOSE;SÃO JOSÉ DO EGITO;M
0083340;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0083350;;CURADO IV;RECIFE;M
0083354;;ALDEIA;CAMARAGIBE;M
0083361;;BOA VIAGEM;RECIFE;M
0083363;;COMPORTA;JABOATÃO DOS GUARARAPES;M
0083366;;CURADO 4;JABOATÃO DOS GUARARAPES;M
0083370;;AREIAS;RECIFE;M
0083393;;TORRE;RECIFE;M
0083396;;PONTIZINHA;CABO DE SANTO AGOSTINHO;M
0083401;;TAMARINEIRA;RECIFE;M
0083405;;PAU AMARELO;PAULISTA;F
0083407;;CORDEIRO;RECIFE;F
0083411;;ALDEIA;CAMARAGIBE;F
0083416;;IPUTINGA;RECIFE;F
0083417;;;CAMARAGIBE;M
0083423;;JANGA;PAULISTA;M
0083425;;IPUTINGA;RECIFE;M
0083426;;MADALENA;RECIFE;M
0083427;;MACAXEIRA;RECIFE;M
0083431;;CAETES;ABREU E LIMA;M
0083433;;IPUTINGA;RECIFE;M
0083437;;AFOGADOS;RECIFE;M
0083441;;VARZEA;RECIFE;M
0083446;;MADALENA;RECIFE;M
0083447;;ILHA DO LEITE;RECIFE;M
0083455;;UR 11;JABOATÃO DOS GUARARAPES;M
0083458;;VARZEA;RECIFE;M
0083459;;TIUMA;SÃO LOURENÇO DA MATA;M
0083462;;AFOGADOS;RECIFE;M
0083467;;TORRE;RECIFE;F
0083469;;ALTO NOVA OLINDA;OLINDA;M
0083474;;CURADO II;JABOATÃO DOS GUARARAPES;M
0083475;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0083481;;JANGA;PAULISTA;M
0083482;;VARZEA;RECIFE;M
0083486;;GRACAS;RECIFE;M
0083490;;ZUMBI;RECIFE;M
0083495;;CENTRO;CONDADO;M
0083503;;COHABE;GLÓRIA DO GOITÁ;M
0083504;;CANDEIAS;JABOATÃO DOS GUARARAPES;F
0083506;;AFOGADOS;RECIFE;M
0083510;;;CIDADE UNIVERSITARIA RECIFE;M
0083511;;CENTRO;IPOJUCA;
0083521;;AGUAS COMPRIDAS;OLINDA;M
0083522;;CENTRO;ABREU E LIMA;M
0128673;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0083540;;ALDEIA;CAMARAGIBE;F
0083553;;IBURA;RECIFE;M
0083563;;COELHOS;RECIFE;M
0083565;;CURADO 04;JABOATÃO DOS GUARARAPES;M
0083567;;ALBERTO MAIA;CAMARAGIBE;M
0083569;;JOAO DE BARROS;RECIFE;M
0083591;;CAXANGA;RECIFE;M
0083596;;CORDEIRO;RECIFE;M
0083599;;JIQUIA;RECIFE;M
0083603;;BOA VIAGEM;RECIFE;M
0083604;;ENG DO MEIO;RECIFE;M
0083605;;JARDIM SAO PAULO;RECIFE;M
0083611;;CASA AMAREL;RECIFE;M
0083622;;VILA DO REINADO;SÃO LOURENÇO DA MATA;M
0083629;;;BAIRRO NOVO DO CARME CAMARAGIBE;
0083639;;COAB;CABO DE SANTO AGOSTINHO;M
0083640;;ESPINHEIRO;RECIFE;M
0083641;;IPUTINGA;RECIFE;F
0083643;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0083648;;IPUTINGA;RECIFE;M
0083653;;SOCORRO;JABOATÃO DOS GUARARAPES;M
0083657;;AGUAS COMPRIDAS;OLINDA;M
0083658;;CASA FORTE;RECIFE;M
0083659;;TORRE;RECIFE;M
0083660;;TAMANDARE;RECIFE;M
0083667;;JD PRIMAVERA;RECIFE;M
0083683;;CORDEIRO;RECIFE;M
0083689;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0083692;;;PONTE DOS CARVALHOS  CABO DE SANTO AGOSTINHO;M
0083694;;CAXANGA;RECIFE;M
0083696;;BARRA DE JANGADA;JABOATÃO DOS GUARARAPES;M
0083703;;VARZEA;RECIFE;M
0083706;;IPUTINGA;RECIFE;
0083707;;IPUTINGA;RECIFE;M
0083710;;AFODADOS;RECIFE;M
0083711;;CORDEIRO;RECIFE;M
0083712;;CORREDO DA BATALHA;JABOATÃO DOS GUARARAPES;M
0083713;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0083723;;;CAMARAGIBE;M
0083728;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0083731;;PILAR;ILHA DE ITAMARACÁ;M
